,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,nameTrack,circuitId
23352,23357,968,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,Abu Dhabi Grand Prix,24
23374,23379,969,20,6,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Ferrari,2017,Australian Grand Prix,1
23394,23399,970,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Chinese Grand Prix,17
23414,23419,971,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2017,Bahrain Grand Prix,3
23434,23439,972,822,131,77,1,25.0,3,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,Russian Grand Prix,71
23454,23459,973,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Spanish Grand Prix,4
23474,23479,974,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2017,Monaco Grand Prix,6
23494,23499,975,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Canadian Grand Prix,7
23514,23519,976,817,9,3,1,25.0,4,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2017,Azerbaijan Grand Prix,73
23537,23542,977,822,131,77,1,25.0,5,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,Austrian Grand Prix,70
23557,23562,978,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,British Grand Prix,9
23577,23582,979,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2017,Hungarian Grand Prix,11
23597,23602,980,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Belgian Grand Prix,13
23617,23622,981,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Italian Grand Prix,14
23637,23642,982,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Singapore Grand Prix,15
23657,23662,983,830,9,33,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2017,Malaysian Grand Prix,2
23677,23682,984,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,Japanese Grand Prix,22
23697,23702,985,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,United States Grand Prix,69
23717,23722,986,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2017,Mexican Grand Prix,32
23737,23742,987,20,6,5,1,25.0,7,1,vettel,Sebastian,Vettel,German,Ferrari,2017,Brazilian Grand Prix,18
23757,23762,988,822,131,77,1,25.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,Abu Dhabi Grand Prix,24
23777,23782,989,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2018,Australian Grand Prix,1
23797,23802,990,20,6,5,1,25.0,7,1,vettel,Sebastian,Vettel,German,Ferrari,2018,Bahrain Grand Prix,3
23817,23822,991,817,9,3,1,25.0,1,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2018,Chinese Grand Prix,17
23837,23842,992,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Azerbaijan Grand Prix,73
23857,23862,993,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Spanish Grand Prix,4
23877,23882,994,817,9,3,1,25.0,5,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2018,Monaco Grand Prix,6
23897,23902,995,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2018,Canadian Grand Prix,7
23917,23922,996,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,French Grand Prix,34
23937,23942,997,830,9,33,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2018,Austrian Grand Prix,70
23957,23962,998,20,6,5,1,25.0,1,1,vettel,Sebastian,Vettel,German,Ferrari,2018,British Grand Prix,9
23977,23983,999,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,German Grand Prix,10
23997,24003,1000,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Hungarian Grand Prix,11
24017,24023,1001,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2018,Belgian Grand Prix,13
24037,24043,1002,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Italian Grand Prix,14
24057,24063,1003,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Singapore Grand Prix,15
24077,24083,1004,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Russian Grand Prix,71
24097,24103,1005,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Japanese Grand Prix,22
24117,24123,1006,8,6,7,1,25.0,5,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2018,United States Grand Prix,69
24137,24143,1007,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2018,Mexican Grand Prix,32
24157,24163,1008,1,131,44,1,25.0,7,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Brazilian Grand Prix,18
24177,24183,1009,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,Abu Dhabi Grand Prix,24
24197,24203,1010,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,Australian Grand Prix,1
24217,24223,1011,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Bahrain Grand Prix,3
24237,24243,1012,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Chinese Grand Prix,17
24257,24263,1013,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,Azerbaijan Grand Prix,73
24277,24283,1014,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Spanish Grand Prix,4
24300,24306,1015,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Monaco Grand Prix,6
24320,24326,1016,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Canadian Grand Prix,7
24340,24346,1017,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,French Grand Prix,34
24360,24366,1018,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,Austrian Grand Prix,70
24380,24386,1019,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,British Grand Prix,9
24400,24406,1020,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,German Grand Prix,10
24420,24426,1021,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Hungarian Grand Prix,11
24440,24446,1022,844,6,16,1,25.0,4,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2019,Belgian Grand Prix,13
24460,24466,1023,844,6,16,1,25.0,4,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2019,Italian Grand Prix,14
24480,24486,1024,20,6,5,1,25.0,5,1,vettel,Sebastian,Vettel,German,Ferrari,2019,Singapore Grand Prix,15
24500,24506,1025,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Russian Grand Prix,71
24520,24526,1026,822,131,77,1,25.0,4,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,Japanese Grand Prix,22
24540,24546,1027,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Mexican Grand Prix,32
24560,24626,1031,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2020,Austrian Grand Prix,70
24561,24566,1028,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,United States Grand Prix,69
24581,24586,1029,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,Brazilian Grand Prix,18
24601,24606,1030,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,Abu Dhabi Grand Prix,24
24640,24646,1032,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Styrian Grand Prix,70
24660,24666,1033,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Hungarian Grand Prix,11
24680,24686,1034,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,British Grand Prix,9
24700,24706,1035,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2020,70th Anniversary Grand Prix,9
24720,24726,1036,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Spanish Grand Prix,4
24740,24746,1037,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Belgian Grand Prix,13
24760,24766,1038,842,213,10,1,25.0,6,1,gasly,Pierre,Gasly,French,AlphaTauri,2020,Italian Grand Prix,14
24780,24786,1039,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Tuscan Grand Prix,76
24800,24806,1040,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2020,Russian Grand Prix,71
24820,24826,1041,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Eifel Grand Prix,20
24840,24846,1042,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Portuguese Grand Prix,75
24860,24866,1043,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Emilia Romagna Grand Prix,21
24880,24886,1044,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Turkish Grand Prix,5
24900,24906,1045,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,Bahrain Grand Prix,3
24920,24926,1046,815,211,11,1,25.0,3,1,perez,Sergio,Pérez,Mexican,Racing Point,2020,Sakhir Grand Prix,3
24940,24946,1047,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2020,Abu Dhabi Grand Prix,24
24960,24966,1052,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Bahrain Grand Prix,3
24980,24986,1053,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Emilia Romagna Grand Prix,21
25000,25006,1054,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Portuguese Grand Prix,75
25020,25026,1055,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Spanish Grand Prix,4
25041,25046,1056,830,9,33,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Monaco Grand Prix,6
25060,25066,1057,815,9,11,1,25.0,2,1,perez,Sergio,Pérez,Mexican,Red Bull,2021,Azerbaijan Grand Prix,73
25080,25086,1059,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,French Grand Prix,34
25100,25106,1058,830,9,33,1,25.0,3,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Styrian Grand Prix,70
25120,25126,1060,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Austrian Grand Prix,70
25140,25146,1061,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,British Grand Prix,9
25160,25166,1062,839,214,31,1,25.0,5,1,ocon,Esteban,Ocon,French,Alpine F1 Team,2021,Hungarian Grand Prix,11
25180,25186,1063,830,9,33,1,12.5,0,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Belgian Grand Prix,13
25200,25206,1064,830,9,33,1,25.0,3,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Dutch Grand Prix,39
25220,25226,1065,817,1,3,1,26.0,1,1,ricciardo,Daniel,Ricciardo,Australian,McLaren,2021,Italian Grand Prix,14
25240,25246,1066,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Russian Grand Prix,71
25260,25266,1067,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2021,Turkish Grand Prix,5
25280,25286,1069,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,United States Grand Prix,69
25300,25306,1070,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Mexico City Grand Prix,32
25320,25326,1071,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,São Paulo Grand Prix,18
25340,25346,1051,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Qatar Grand Prix,78
25360,25366,1072,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2021,Saudi Arabian Grand Prix,77
25380,25386,1073,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2021,Abu Dhabi Grand Prix,24
25400,25406,1074,844,6,16,1,26.0,1,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,Bahrain Grand Prix,3
25420,25426,1075,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Saudi Arabian Grand Prix,77
25440,25446,1076,844,6,16,1,26.0,1,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,Australian Grand Prix,1
25460,25466,1077,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Emilia Romagna Grand Prix,21
25480,25486,1078,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Miami Grand Prix,79
25500,25506,1079,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Spanish Grand Prix,4
25520,25526,1080,815,9,11,1,25.0,4,1,perez,Sergio,Pérez,Mexican,Red Bull,2022,Monaco Grand Prix,6
25540,25546,1081,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Azerbaijan Grand Prix,73
25560,25566,1082,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Canadian Grand Prix,7
25580,25586,1083,832,6,55,1,25.0,2,1,sainz,Carlos,Sainz,Spanish,Ferrari,2022,British Grand Prix,9
25600,25606,1084,844,6,16,1,25.0,2,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2022,Austrian Grand Prix,70
25620,25626,1085,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,French Grand Prix,34
25640,25646,1086,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Hungarian Grand Prix,11
25660,25666,1087,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Belgian Grand Prix,13
25680,25686,1088,830,9,1,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Dutch Grand Prix,39
25700,25706,1089,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Italian Grand Prix,14
25720,25726,1091,815,9,11,1,25.0,2,1,perez,Sergio,Pérez,Mexican,Red Bull,2022,Singapore Grand Prix,15
25740,25746,1092,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Japanese Grand Prix,22
25760,25766,1093,830,9,1,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,United States Grand Prix,69
25780,25786,1094,830,9,1,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Mexico City Grand Prix,32
25800,25806,1095,847,131,63,1,26.0,1,1,russell,George,Russell,British,Mercedes,2022,Brazilian Grand Prix,18
25820,25826,1096,830,9,1,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2022,Abu Dhabi Grand Prix,24
