,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,nameTrack,circuitId
4578,4579,233,35,3,6,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1996,British Grand Prix,9
4600,4601,234,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,German Grand Prix,10
4620,4621,235,35,3,6,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1996,Hungarian Grand Prix,11
4640,4641,236,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1996,Belgian Grand Prix,13
4660,4661,237,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1996,Italian Grand Prix,14
4680,4681,238,35,3,6,1,10.0,\N,1,villeneuve,Jacques,Villeneuve,Canadian,Williams,1996,Portuguese Grand Prix,27
4700,4701,239,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1996,Japanese Grand Prix,22
4720,4721,240,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Brazilian Grand Prix,18
4746,4747,241,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1995,Argentine Grand Prix,25
4772,4773,242,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1995,San Marino Grand Prix,21
4798,4799,243,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Spanish Grand Prix,4
4824,4825,244,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Monaco Grand Prix,6
4850,4851,245,55,6,27,1,10.0,\N,1,alesi,Jean,Alesi,French,Ferrari,1995,Canadian Grand Prix,7
4874,4875,246,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,French Grand Prix,8
4898,4899,247,65,22,2,1,10.0,\N,1,herbert,Johnny,Herbert,British,Benetton,1995,British Grand Prix,9
4922,4923,248,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,German Grand Prix,10
4946,4947,249,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1995,Hungarian Grand Prix,11
4970,4971,250,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Belgian Grand Prix,13
4994,4995,251,65,22,2,1,10.0,\N,1,herbert,Johnny,Herbert,British,Benetton,1995,Italian Grand Prix,14
5018,5019,252,14,3,6,1,10.0,\N,1,coulthard,David,Coulthard,British,Williams,1995,Portuguese Grand Prix,27
5042,5043,253,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,European Grand Prix,20
5066,5067,254,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Pacific Grand Prix,28
5090,5091,255,30,22,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1995,Japanese Grand Prix,22
5114,5115,256,71,3,5,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1995,Australian Grand Prix,29
5138,5139,257,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,Brazilian Grand Prix,18
5166,5167,258,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,Pacific Grand Prix,28
5194,5195,259,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,San Marino Grand Prix,21
5222,5223,260,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,Monaco Grand Prix,6
5248,5249,261,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,Spanish Grand Prix,4
5275,5276,262,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,Canadian Grand Prix,7
5302,5303,263,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,French Grand Prix,8
5330,5331,264,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,British Grand Prix,9
5358,5359,265,77,6,28,1,10.0,\N,1,berger,Gerhard,Berger,Austrian,Ferrari,1994,German Grand Prix,10
5386,5387,266,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,Hungarian Grand Prix,11
5414,5415,267,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,Belgian Grand Prix,13
5442,5443,268,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,Italian Grand Prix,14
5470,5471,269,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,Portuguese Grand Prix,27
5498,5499,270,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1994,European Grand Prix,26
5526,5527,271,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1994,Japanese Grand Prix,22
5554,5555,272,95,3,2,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1994,Australian Grand Prix,29
5582,5583,273,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,South African Grand Prix,30
5608,5609,274,102,1,8,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1993,Brazilian Grand Prix,18
5634,5635,275,102,1,8,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1993,European Grand Prix,31
5660,5661,276,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,San Marino Grand Prix,21
5686,5687,277,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,Spanish Grand Prix,4
5712,5713,278,102,1,8,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1993,Monaco Grand Prix,6
5738,5739,279,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,Canadian Grand Prix,7
5764,5765,280,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,French Grand Prix,8
5790,5791,281,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,British Grand Prix,9
5816,5817,282,117,3,2,1,10.0,\N,1,prost,Alain,Prost,French,Williams,1993,German Grand Prix,10
5842,5843,283,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1993,Hungarian Grand Prix,11
5868,5869,284,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1993,Belgian Grand Prix,13
5894,5895,285,71,3,0,1,10.0,\N,1,damon_hill,Damon,Hill,British,Williams,1993,Italian Grand Prix,14
5920,5921,286,30,22,5,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1993,Portuguese Grand Prix,27
5946,5947,287,102,1,8,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1993,Japanese Grand Prix,22
5970,5971,288,102,1,8,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1993,Australian Grand Prix,29
5994,5995,289,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,South African Grand Prix,30
6024,6025,290,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,Mexican Grand Prix,32
6054,6055,291,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,Brazilian Grand Prix,18
6084,6085,292,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,Spanish Grand Prix,4
6116,6117,293,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,San Marino Grand Prix,21
6148,6149,294,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1992,Monaco Grand Prix,6
6180,6181,295,77,1,2,1,10.0,\N,1,berger,Gerhard,Berger,Austrian,McLaren,1992,Canadian Grand Prix,7
6211,6212,296,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,French Grand Prix,8
6241,6242,297,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,British Grand Prix,9
6273,6274,298,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,German Grand Prix,10
6305,6306,299,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1992,Hungarian Grand Prix,11
6336,6337,300,30,22,19,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Benetton,1992,Belgian Grand Prix,13
6366,6367,301,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1992,Italian Grand Prix,14
6394,6395,302,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1992,Portuguese Grand Prix,27
6420,6421,303,119,3,6,1,10.0,\N,1,patrese,Riccardo,Patrese,Italian,Williams,1992,Japanese Grand Prix,22
6446,6447,304,77,1,2,1,10.0,\N,1,berger,Gerhard,Berger,Austrian,McLaren,1992,Australian Grand Prix,29
6472,6473,305,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,United States Grand Prix,33
6506,6507,306,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,Brazilian Grand Prix,18
6540,6541,307,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,San Marino Grand Prix,21
6574,6575,308,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,Monaco Grand Prix,6
6608,6609,309,137,22,20,1,10.0,\N,1,piquet,Nelson,Piquet,Brazilian,Benetton,1991,Canadian Grand Prix,7
6642,6643,310,119,3,6,1,10.0,\N,1,patrese,Riccardo,Patrese,Italian,Williams,1991,Mexican Grand Prix,32
6676,6677,311,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1991,French Grand Prix,8
6710,6711,312,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1991,British Grand Prix,9
6744,6745,313,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1991,German Grand Prix,10
6778,6779,314,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,Hungarian Grand Prix,11
6812,6813,315,102,1,1,1,10.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,Belgian Grand Prix,13
6846,6847,316,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1991,Italian Grand Prix,14
6880,6881,317,119,3,6,1,10.0,\N,1,patrese,Riccardo,Patrese,Italian,Williams,1991,Portuguese Grand Prix,27
6914,6915,318,95,3,5,1,10.0,\N,1,mansell,Nigel,Mansell,British,Williams,1991,Spanish Grand Prix,4
6947,6948,319,77,1,2,1,10.0,\N,1,berger,Gerhard,Berger,Austrian,McLaren,1991,Japanese Grand Prix,22
6979,6980,320,102,1,1,1,5.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1991,Australian Grand Prix,29
7011,7012,321,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,United States Grand Prix,33
7046,7047,322,117,6,1,1,9.0,\N,1,prost,Alain,Prost,French,Ferrari,1990,Brazilian Grand Prix,18
7081,7082,323,119,3,6,1,9.0,\N,1,patrese,Riccardo,Patrese,Italian,Williams,1990,San Marino Grand Prix,21
7116,7117,324,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,Monaco Grand Prix,6
7151,7152,325,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,Canadian Grand Prix,7
7186,7187,326,117,6,1,1,9.0,\N,1,prost,Alain,Prost,French,Ferrari,1990,Mexican Grand Prix,32
7221,7222,327,117,6,1,1,9.0,\N,1,prost,Alain,Prost,French,Ferrari,1990,French Grand Prix,34
7256,7257,328,117,6,1,1,9.0,\N,1,prost,Alain,Prost,French,Ferrari,1990,British Grand Prix,9
7291,7292,329,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,German Grand Prix,10
7326,7327,330,123,3,5,1,9.0,\N,1,boutsen,Thierry,Boutsen,Belgian,Williams,1990,Hungarian Grand Prix,11
7361,7362,331,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,Belgian Grand Prix,13
7394,7395,332,102,1,27,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1990,Italian Grand Prix,14
7427,7428,333,95,6,2,1,9.0,\N,1,mansell,Nigel,Mansell,British,Ferrari,1990,Portuguese Grand Prix,27
7460,7461,334,117,6,1,1,9.0,\N,1,prost,Alain,Prost,French,Ferrari,1990,Spanish Grand Prix,26
7493,7494,335,137,22,20,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Benetton,1990,Japanese Grand Prix,22
7523,7524,336,137,22,20,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Benetton,1990,Australian Grand Prix,29
7553,7554,1,18,23,22,1,10.0,3,1,button,Jenson,Button,British,Brawn,2009,Australian Grand Prix,1
7573,7574,2,18,23,22,1,5.0,1,1,button,Jenson,Button,British,Brawn,2009,Malaysian Grand Prix,2
7593,7594,3,20,9,15,1,10.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2009,Chinese Grand Prix,17
7613,7614,4,18,23,22,1,10.0,3,1,button,Jenson,Button,British,Brawn,2009,Bahrain Grand Prix,3
7633,7634,5,18,23,22,1,10.0,2,1,button,Jenson,Button,British,Brawn,2009,Spanish Grand Prix,4
7653,7654,6,18,23,22,1,10.0,2,1,button,Jenson,Button,British,Brawn,2009,Monaco Grand Prix,6
7673,7674,7,18,23,22,1,10.0,1,1,button,Jenson,Button,British,Brawn,2009,Turkish Grand Prix,5
7693,7694,8,20,9,15,1,10.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2009,British Grand Prix,9
7713,7714,9,17,9,14,1,10.0,3,1,webber,Mark,Webber,Australian,Red Bull,2009,German Grand Prix,20
7733,7734,10,1,1,1,1,10.0,4,1,hamilton,Lewis,Hamilton,British,McLaren,2009,Hungarian Grand Prix,11
7753,7754,11,22,23,23,1,10.0,3,1,barrichello,Rubens,Barrichello,Brazilian,Brawn,2009,European Grand Prix,12
7773,7774,12,8,6,4,1,10.0,4,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2009,Belgian Grand Prix,13
7793,7794,13,22,23,23,1,10.0,5,1,barrichello,Rubens,Barrichello,Brazilian,Brawn,2009,Italian Grand Prix,14
7813,7814,14,1,1,1,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2009,Singapore Grand Prix,15
7833,7834,15,20,9,15,1,10.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2009,Japanese Grand Prix,22
7853,7854,16,17,9,14,1,10.0,1,1,webber,Mark,Webber,Australian,Red Bull,2009,Brazilian Grand Prix,18
7873,7874,356,95,6,27,1,9.0,\N,1,mansell,Nigel,Mansell,British,Ferrari,1989,Brazilian Grand Prix,36
7911,7912,357,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,San Marino Grand Prix,21
7950,7951,358,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,Monaco Grand Prix,6
7988,7989,359,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,Mexican Grand Prix,32
8027,8028,360,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1989,United States Grand Prix,33
8066,8067,361,123,3,5,1,9.0,\N,1,boutsen,Thierry,Boutsen,Belgian,Williams,1989,Canadian Grand Prix,7
8105,8106,362,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1989,French Grand Prix,34
8144,8145,363,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1989,British Grand Prix,9
8183,8184,364,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,German Grand Prix,10
8221,8222,365,95,6,27,1,9.0,\N,1,mansell,Nigel,Mansell,British,Ferrari,1989,Hungarian Grand Prix,11
8260,8261,366,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,Belgian Grand Prix,13
8299,8300,367,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1989,Italian Grand Prix,14
8338,8339,368,77,6,28,1,9.0,\N,1,berger,Gerhard,Berger,Austrian,Ferrari,1989,Portuguese Grand Prix,27
8377,8378,369,102,1,1,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1989,Spanish Grand Prix,26
8415,8416,370,145,22,19,1,9.0,\N,1,nannini,Alessandro,Nannini,Italian,Benetton,1989,Japanese Grand Prix,22
8454,8455,371,123,3,5,1,9.0,\N,1,boutsen,Thierry,Boutsen,Belgian,Williams,1989,Australian Grand Prix,29
8493,8494,372,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Brazilian Grand Prix,36
8524,8525,373,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,San Marino Grand Prix,21
8554,8555,374,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Monaco Grand Prix,6
8585,8586,375,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Mexican Grand Prix,32
8616,8617,376,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,Canadian Grand Prix,7
8647,8648,377,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,Detroit Grand Prix,37
8678,8679,378,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,French Grand Prix,34
8709,8710,379,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,British Grand Prix,9
8740,8741,380,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,German Grand Prix,10
8771,8772,381,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,Hungarian Grand Prix,11
8802,8803,382,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,Belgian Grand Prix,13
8833,8834,383,77,6,28,1,9.0,\N,1,berger,Gerhard,Berger,Austrian,Ferrari,1988,Italian Grand Prix,14
8864,8865,384,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Portuguese Grand Prix,27
8895,8896,385,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Spanish Grand Prix,26
8926,8927,386,102,1,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,McLaren,1988,Japanese Grand Prix,22
8957,8958,387,117,1,11,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1988,Australian Grand Prix,29
8988,8989,388,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1987,Brazilian Grand Prix,36
9011,9012,389,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,San Marino Grand Prix,21
9038,9039,390,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1987,Belgian Grand Prix,13
9064,9065,391,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1987,Monaco Grand Prix,6
9090,9091,392,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1987,Detroit Grand Prix,37
9116,9117,393,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,French Grand Prix,34
9142,9143,394,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,British Grand Prix,9
9168,9169,395,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1987,German Grand Prix,10
9194,9195,396,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1987,Hungarian Grand Prix,11
9220,9221,397,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,Austrian Grand Prix,70
9246,9247,398,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1987,Italian Grand Prix,14
9274,9275,399,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1987,Portuguese Grand Prix,27
9300,9301,400,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,Spanish Grand Prix,26
9327,9328,401,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1987,Mexican Grand Prix,32
9353,9354,402,77,6,28,1,9.0,\N,1,berger,Gerhard,Berger,Austrian,Ferrari,1987,Japanese Grand Prix,22
9380,9381,403,77,6,28,1,9.0,\N,1,berger,Gerhard,Berger,Austrian,Ferrari,1987,Australian Grand Prix,29
9407,9408,404,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1986,Brazilian Grand Prix,36
9432,9433,405,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1986,Spanish Grand Prix,26
9457,9458,406,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1986,San Marino Grand Prix,21
9483,9484,407,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1986,Monaco Grand Prix,6
9508,9509,408,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1986,Belgian Grand Prix,13
9533,9534,409,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1986,Canadian Grand Prix,7
9558,9559,410,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1986,Detroit Grand Prix,37
9584,9585,411,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1986,French Grand Prix,34
9610,9611,412,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1986,British Grand Prix,38
9636,9637,413,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1986,German Grand Prix,10
9662,9663,414,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1986,Hungarian Grand Prix,11
9688,9689,415,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1986,Austrian Grand Prix,70
9714,9715,416,137,3,6,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Williams,1986,Italian Grand Prix,14
9741,9742,417,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1986,Portuguese Grand Prix,27
9768,9769,418,77,22,20,1,9.0,\N,1,berger,Gerhard,Berger,Austrian,Benetton,1986,Mexican Grand Prix,32
9793,9794,419,117,1,1,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1986,Australian Grand Prix,29
9819,9820,420,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1985,Brazilian Grand Prix,36
9844,9845,421,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1985,Portuguese Grand Prix,27
9870,9871,422,173,32,11,1,9.0,\N,1,angelis,Elio,de Angelis,Italian,Team Lotus,1985,San Marino Grand Prix,21
9896,9897,423,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1985,Monaco Grand Prix,6
9921,9922,424,105,6,27,1,9.0,\N,1,alboreto,Michele,Alboreto,Italian,Ferrari,1985,Canadian Grand Prix,7
9946,9947,425,177,3,6,1,9.0,\N,1,keke_rosberg,Keke,Rosberg,Finnish,Williams,1985,Detroit Grand Prix,37
9971,9972,426,137,34,7,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1985,French Grand Prix,34
9997,9998,427,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1985,British Grand Prix,9
10023,10024,428,105,6,27,1,9.0,\N,1,alboreto,Michele,Alboreto,Italian,Ferrari,1985,German Grand Prix,20
10050,10051,429,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1985,Austrian Grand Prix,70
10077,10078,430,182,1,1,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1985,Dutch Grand Prix,39
10103,10104,431,117,1,2,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1985,Italian Grand Prix,14
10129,10130,432,102,32,12,1,9.0,\N,1,senna,Ayrton,Senna,Brazilian,Team Lotus,1985,Belgian Grand Prix,13
10153,10154,433,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1985,European Grand Prix,38
10179,10180,434,95,3,5,1,9.0,\N,1,mansell,Nigel,Mansell,British,Williams,1985,South African Grand Prix,30
10200,10201,435,177,3,6,1,9.0,\N,1,keke_rosberg,Keke,Rosberg,Finnish,Williams,1985,Australian Grand Prix,29
10225,10226,436,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,Brazilian Grand Prix,36
10252,10253,437,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1984,South African Grand Prix,30
10279,10280,438,105,6,27,1,9.0,\N,1,alboreto,Michele,Alboreto,Italian,Ferrari,1984,Belgian Grand Prix,40
10306,10307,439,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,San Marino Grand Prix,21
10334,10335,440,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1984,French Grand Prix,41
10360,10361,441,117,1,7,1,4.5,\N,1,prost,Alain,Prost,French,McLaren,1984,Monaco Grand Prix,6
10387,10388,442,137,34,1,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1984,Canadian Grand Prix,7
10413,10414,443,137,34,1,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1984,Detroit Grand Prix,37
10440,10441,444,177,3,6,1,9.0,\N,1,keke_rosberg,Keke,Rosberg,Finnish,Williams,1984,Dallas Grand Prix,42
10466,10467,445,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1984,British Grand Prix,38
10494,10495,446,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,German Grand Prix,10
10521,10522,447,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1984,Austrian Grand Prix,70
10548,10549,448,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,Dutch Grand Prix,39
10575,10576,449,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1984,Italian Grand Prix,14
10602,10603,450,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,European Grand Prix,20
10628,10629,451,117,1,7,1,9.0,\N,1,prost,Alain,Prost,French,McLaren,1984,Portuguese Grand Prix,27
10655,10656,452,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1983,Brazilian Grand Prix,36
10683,10684,453,187,1,7,1,9.0,\N,1,watson,John,Watson,British,McLaren,1983,United States Grand Prix West,43
10711,10712,454,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1983,French Grand Prix,34
10740,10741,455,175,6,27,1,9.0,\N,1,tambay,Patrick,Tambay,French,Ferrari,1983,San Marino Grand Prix,21
10768,10769,456,177,3,1,1,9.0,\N,1,keke_rosberg,Keke,Rosberg,Finnish,Williams,1983,Monaco Grand Prix,6
10796,10797,457,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1983,Belgian Grand Prix,13
10824,10825,458,105,25,3,1,9.0,\N,1,alboreto,Michele,Alboreto,Italian,Tyrrell,1983,Detroit Grand Prix,37
