,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,circuitId,nameTrack
15215,15216,616,238,32,2,1,9.0,\N,1,peterson,Ronnie,Peterson,Swedish,Team Lotus,1973,70,Red Bull Ring
15238,15239,617,238,32,2,1,9.0,\N,1,peterson,Ronnie,Peterson,Swedish,Team Lotus,1973,14,Autodromo Nazionale di Monza
15263,15264,618,309,1,8,1,9.0,\N,1,revson,Peter,Revson,American,McLaren,1973,48,Mosport International Raceway
15289,15290,619,238,32,2,1,9.0,\N,1,peterson,Ronnie,Peterson,Swedish,Team Lotus,1973,46,Watkins Glen
15317,15318,620,328,25,21,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1972,25,Autódromo Juan y Oscar Gálvez
15339,15340,621,304,1,12,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,McLaren,1972,30,Kyalami
15365,15366,622,224,32,5,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1972,45,Jarama
15391,15392,623,306,66,17,1,9.0,\N,1,beltoise,Jean-Pierre,Beltoise,French,BRM,1972,6,Circuit de Monaco
15416,15417,624,224,32,32,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1972,50,Nivelles-Baulers
15441,15442,625,328,25,4,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1972,51,Charade Circuit
15466,15467,626,224,32,8,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1972,38,Brands Hatch
15492,15493,627,235,6,4,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1972,20,Nürburgring
15519,15520,628,224,32,31,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1972,70,Red Bull Ring
15544,15545,629,224,32,6,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1972,14,Autodromo Nazionale di Monza
15571,15572,630,328,25,1,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1972,48,Mosport International Raceway
15595,15596,631,328,25,1,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1972,46,Watkins Glen
15626,15627,632,207,6,6,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Ferrari,1971,30,Kyalami
15651,15652,633,328,25,11,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,49,Montjuïc
15672,15673,634,328,25,11,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,6,Circuit de Monaco
15694,15695,635,235,6,2,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1971,39,Circuit Park Zandvoort
15717,15718,636,328,25,11,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,34,Circuit Paul Ricard
15740,15741,637,328,25,12,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,9,Silverstone Circuit
15764,15765,638,328,25,2,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,20,Nürburgring
15787,15788,639,346,66,14,1,9.0,\N,1,siffert,Jo,Siffert,Swiss,BRM,1971,70,Red Bull Ring
15809,15810,640,320,66,18,1,9.0,\N,1,gethin,Peter,Gethin,British,BRM,1971,14,Autodromo Nazionale di Monza
15833,15834,641,328,25,11,1,9.0,\N,1,stewart,Jackie,Stewart,British,Tyrrell,1971,48,Mosport International Raceway
15859,15860,642,327,25,9,1,9.0,\N,1,cevert,François,Cevert,French,Tyrrell,1971,46,Watkins Glen
15888,15889,643,356,34,12,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham,1970,30,Kyalami
15911,15912,644,328,37,1,1,9.0,\N,1,stewart,Jackie,Stewart,British,March,1970,45,Jarama
15933,15934,645,358,32,3,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Team Lotus,1970,6,Circuit de Monaco
15954,15955,646,345,66,1,1,9.0,\N,1,rodriguez,Pedro,Rodríguez,Mexican,BRM,1970,13,Circuit de Spa-Francorchamps
15971,15972,647,358,32,10,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Team Lotus,1970,39,Circuit Park Zandvoort
15995,15996,648,358,32,6,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Team Lotus,1970,51,Charade Circuit
16018,16019,649,358,32,5,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Team Lotus,1970,38,Brands Hatch
16041,16042,650,358,32,2,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Team Lotus,1970,10,Hockenheimring
16066,16067,17,20,9,15,1,10.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2009,24,Yas Marina Circuit
16086,16087,651,235,6,12,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1970,70,Red Bull Ring
16110,16111,652,223,6,4,1,9.0,\N,1,regazzoni,Clay,Regazzoni,Swiss,Ferrari,1970,14,Autodromo Nazionale di Monza
16137,16138,653,235,6,18,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1970,52,Circuit Mont-Tremblant
16157,16158,654,224,32,24,1,9.0,\N,1,emerson_fittipaldi,Emerson,Fittipaldi,Brazilian,Team Lotus,1970,46,Watkins Glen
16184,16185,655,235,6,3,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1970,32,Autódromo Hermanos Rodríguez
16202,16203,656,328,196,7,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,30,Kyalami
16220,16221,657,328,196,7,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,49,Montjuïc
16234,16235,658,289,180,1,1,9.0,\N,1,hill,Graham,Hill,British,Lotus-Ford,1969,6,Circuit de Monaco
16250,16251,659,328,196,4,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,39,Circuit Park Zandvoort
16265,16266,660,328,196,2,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,51,Charade Circuit
16278,16279,661,328,196,3,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,9,Silverstone Circuit
16295,16296,662,235,182,6,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Brabham-Ford,1969,20,Nürburgring
16309,16310,663,328,196,20,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1969,14,Autodromo Nazionale di Monza
16324,16325,664,235,182,11,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Brabham-Ford,1969,48,Mosport International Raceway
16344,16345,665,358,180,2,1,9.0,\N,1,rindt,Jochen,Rindt,Austrian,Lotus-Ford,1969,46,Watkins Glen
16362,16363,666,304,187,5,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,McLaren-Ford,1969,32,Autódromo Hermanos Rodríguez
16379,16380,667,373,180,4,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Ford,1968,30,Kyalami
16402,16403,668,289,180,10,1,9.0,\N,1,hill,Graham,Hill,British,Lotus-Ford,1968,45,Jarama
16416,16417,669,289,180,9,1,9.0,\N,1,hill,Graham,Hill,British,Lotus-Ford,1968,6,Circuit de Monaco
16434,16435,670,360,187,5,1,9.0,\N,1,mclaren,Bruce,McLaren,New Zealander,McLaren-Ford,1968,13,Circuit de Spa-Francorchamps
16452,16453,671,328,196,8,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1968,39,Circuit Park Zandvoort
16471,16472,672,235,6,26,1,9.0,\N,1,ickx,Jacky,Ickx,Belgian,Ferrari,1968,53,Rouen-Les-Essarts
16488,16489,673,346,180,22,1,9.0,\N,1,siffert,Jo,Siffert,Swiss,Lotus-Ford,1968,38,Brands Hatch
16508,16509,674,328,196,6,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1968,20,Nürburgring
16528,16529,675,304,187,1,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,McLaren-Ford,1968,14,Autodromo Nazionale di Monza
16550,16551,676,304,187,1,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,McLaren-Ford,1968,52,Circuit Mont-Tremblant
16571,16572,677,328,196,15,1,9.0,\N,1,stewart,Jackie,Stewart,British,Matra-Ford,1968,46,Watkins Glen
16591,16592,678,289,180,10,1,9.0,\N,1,hill,Graham,Hill,British,Lotus-Ford,1968,32,Autódromo Hermanos Rodríguez
16612,16613,679,345,167,4,1,9.0,\N,1,rodriguez,Pedro,Rodríguez,Mexican,Cooper-Maserati,1967,30,Kyalami
16630,16631,680,304,191,9,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,Brabham-Repco,1967,6,Circuit de Monaco
16649,16650,681,373,180,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Ford,1967,39,Circuit Park Zandvoort
16666,16667,682,364,190,36,1,9.0,\N,1,gurney,Dan,Gurney,American,Eagle-Weslake,1967,13,Circuit de Spa-Francorchamps
16684,16685,683,356,191,3,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1967,54,Le Mans
16699,16700,684,373,180,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Ford,1967,9,Silverstone Circuit
16720,16721,685,304,191,2,1,9.0,\N,1,hulme,Denny,Hulme,New Zealander,Brabham-Repco,1967,20,Nürburgring
16744,16745,686,356,191,1,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1967,48,Mosport International Raceway
16762,16763,687,341,11,14,1,9.0,\N,1,surtees,John,Surtees,British,Honda,1967,14,Autodromo Nazionale di Monza
16780,16781,688,373,180,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Ford,1967,46,Watkins Glen
16798,16799,689,373,180,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Ford,1967,32,Autódromo Hermanos Rodríguez
16817,16818,690,328,66,12,1,9.0,\N,1,stewart,Jackie,Stewart,British,BRM,1966,6,Circuit de Monaco
16833,16834,691,341,6,6,1,9.0,\N,1,surtees,John,Surtees,British,Ferrari,1966,13,Circuit de Spa-Francorchamps
16851,16852,692,356,191,12,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1966,55,Reims-Gueux
16868,16869,693,356,191,5,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1966,38,Brands Hatch
16888,16889,694,356,191,16,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1966,39,Circuit Park Zandvoort
16905,16906,695,356,191,3,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Brabham-Repco,1966,20,Nürburgring
16924,16925,696,375,6,6,1,9.0,\N,1,scarfiotti,Ludovico,Scarfiotti,Italian,Ferrari,1966,14,Autodromo Nazionale di Monza
16946,16947,697,373,176,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-BRM,1966,46,Watkins Glen
16965,16966,698,341,167,7,1,9.0,\N,1,surtees,John,Surtees,British,Cooper-Maserati,1966,32,Autódromo Hermanos Rodríguez
16983,16984,699,373,172,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,56,Prince George Circuit
17014,17015,700,289,66,3,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1965,6,Circuit de Monaco
17031,17032,701,373,172,17,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,13,Circuit de Spa-Francorchamps
17050,17051,702,373,172,6,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,51,Charade Circuit
17067,17068,703,373,172,5,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,9,Silverstone Circuit
17090,17091,704,373,172,6,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,39,Circuit Park Zandvoort
17107,17108,705,373,172,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1965,20,Nürburgring
17128,17129,706,328,66,32,1,9.0,\N,1,stewart,Jackie,Stewart,British,BRM,1965,14,Autodromo Nazionale di Monza
17151,17152,707,289,66,3,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1965,46,Watkins Glen
17169,17170,708,386,11,11,1,9.0,\N,1,ginther,Richie,Ginther,American,Honda,1965,32,Autódromo Hermanos Rodríguez
17188,17189,709,289,66,8,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1964,6,Circuit de Monaco
17211,17212,710,373,172,18,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1964,39,Circuit Park Zandvoort
17229,17230,711,373,172,23,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1964,13,Circuit de Spa-Francorchamps
17247,17248,712,364,183,22,1,9.0,\N,1,gurney,Dan,Gurney,American,Brabham-Climax,1964,53,Rouen-Les-Essarts
17264,17265,713,373,172,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1964,38,Brands Hatch
17289,17290,714,341,6,7,1,9.0,\N,1,surtees,John,Surtees,British,Ferrari,1964,20,Nürburgring
17312,17313,715,385,6,8,1,9.0,\N,1,bandini,Lorenzo,Bandini,Italian,Ferrari,1964,57,Zeltweg
17332,17333,716,341,6,2,1,9.0,\N,1,surtees,John,Surtees,British,Ferrari,1964,14,Autodromo Nazionale di Monza
17356,17357,717,289,66,3,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1964,46,Watkins Glen
17375,17376,718,364,183,6,1,9.0,\N,1,gurney,Dan,Gurney,American,Brabham-Climax,1964,32,Autódromo Hermanos Rodríguez
17394,17395,719,289,66,6,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1963,6,Circuit de Monaco
17419,17420,720,373,172,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,13,Circuit de Spa-Francorchamps
17443,17444,721,373,172,6,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,39,Circuit Park Zandvoort
17464,17465,722,373,172,18,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,55,Reims-Gueux
17488,17489,723,373,172,4,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,9,Silverstone Circuit
17514,17515,724,341,6,7,1,9.0,\N,1,surtees,John,Surtees,British,Ferrari,1963,20,Nürburgring
17543,17544,725,373,172,8,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,14,Autodromo Nazionale di Monza
17576,17577,726,289,66,1,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1963,46,Watkins Glen
17600,17601,727,373,172,8,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,32,Autódromo Hermanos Rodríguez
17625,17626,729,289,66,17,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1962,39,Circuit Park Zandvoort
17647,17648,730,360,170,14,1,9.0,\N,1,mclaren,Bruce,McLaren,New Zealander,Cooper-Climax,1962,6,Circuit de Monaco
17671,17672,731,373,172,16,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1962,13,Circuit de Spa-Francorchamps
17697,17698,732,364,95,30,1,9.0,\N,1,gurney,Dan,Gurney,American,Porsche,1962,53,Rouen-Les-Essarts
17719,17720,733,373,172,20,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1962,58,Aintree
17745,17746,734,289,66,11,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1962,20,Nürburgring
17776,17777,735,289,66,14,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1962,14,Autodromo Nazionale di Monza
17807,17808,736,373,172,8,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1962,46,Watkins Glen
17827,17828,737,289,66,3,1,9.0,\N,1,hill,Graham,Hill,British,BRM,1962,56,Prince George Circuit
17848,17849,738,475,172,20,1,9.0,\N,1,moss,Stirling,Moss,British,Lotus-Climax,1961,6,Circuit de Monaco
17869,17870,739,476,6,3,1,9.0,\N,1,trips,Wolfgang,von Trips,German,Ferrari,1961,39,Circuit Park Zandvoort
17886,17887,740,403,6,4,1,9.0,\N,1,phil_hill,Phil,Hill,American,Ferrari,1961,13,Circuit de Spa-Francorchamps
17912,17913,741,394,6,50,1,9.0,\N,1,baghetti,Giancarlo,Baghetti,Italian,Ferrari,1961,55,Reims-Gueux
17943,17944,742,476,6,4,1,9.0,\N,1,trips,Wolfgang,von Trips,German,Ferrari,1961,58,Aintree
17974,17975,743,475,172,7,1,9.0,\N,1,moss,Stirling,Moss,British,Lotus-Climax,1961,20,Nürburgring
18007,18008,744,403,6,2,1,9.0,\N,1,phil_hill,Phil,Hill,American,Ferrari,1961,14,Autodromo Nazionale di Monza
18046,18047,745,404,172,15,1,9.0,\N,1,ireland,Innes,Ireland,British,Lotus-Climax,1961,46,Watkins Glen
18066,18067,746,360,170,16,1,8.0,\N,1,mclaren,Bruce,McLaren,New Zealander,Cooper-Climax,1960,25,Autódromo Juan y Oscar Gálvez
18088,18089,747,475,32,28,1,8.0,\N,1,moss,Stirling,Moss,British,Team Lotus,1960,6,Circuit de Monaco
18112,18113,748,509,107,4,1,8.0,\N,1,rathmann,Jim,Rathmann,American,Watson,1960,19,Indianapolis Motor Speedway
18145,18146,749,356,170,11,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1960,39,Circuit Park Zandvoort
18166,18167,750,356,170,2,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1960,13,Circuit de Spa-Francorchamps
18185,18186,751,356,170,16,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1960,55,Reims-Gueux
18208,18209,752,356,170,1,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1960,9,Silverstone Circuit
18233,18234,753,356,170,2,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1960,59,Circuito da Boavista
18248,18249,754,403,6,20,1,8.0,\N,1,phil_hill,Phil,Hill,American,Ferrari,1960,14,Autodromo Nazionale di Monza
18265,18266,755,475,32,5,1,8.0,\N,1,moss,Stirling,Moss,British,Team Lotus,1960,60,Riverside International Raceway
18288,18289,756,356,170,24,1,9.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1959,6,Circuit de Monaco
18312,18313,757,449,107,5,1,8.0,\N,1,ward,Rodger,Ward,American,Watson,1959,19,Indianapolis Motor Speedway
18345,18346,758,347,66,7,1,8.0,\N,1,bonnier,Jo,Bonnier,Swedish,BRM,1959,39,Circuit Park Zandvoort
18360,18361,759,479,6,24,1,8.0,\N,1,brooks,Tony,Brooks,British,Ferrari,1959,55,Reims-Gueux
18382,18383,760,356,170,12,1,8.0,\N,1,jack_brabham,Jack,Brabham,Australian,Cooper-Climax,1959,58,Aintree
18412,18413,761,479,6,4,1,9.0,\N,1,brooks,Tony,Brooks,British,Ferrari,1959,61,AVUS
18427,18428,762,475,170,4,1,9.0,\N,1,moss,Stirling,Moss,British,Cooper-Climax,1959,62,Monsanto Park Circuit
18443,18444,763,475,170,14,1,8.0,\N,1,moss,Stirling,Moss,British,Cooper-Climax,1959,14,Autodromo Nazionale di Monza
18464,18465,764,360,170,9,1,8.0,\N,1,mclaren,Bruce,McLaren,New Zealander,Cooper-Climax,1959,63,Sebring International Raceway
18483,18484,765,475,87,14,1,8.0,\N,1,moss,Stirling,Moss,British,Cooper,1958,25,Autódromo Juan y Oscar Gálvez
18493,18494,766,427,87,20,1,8.0,\N,1,trintignant,Maurice,Trintignant,French,Cooper,1958,6,Circuit de Monaco
18524,18525,767,475,118,1,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,39,Circuit Park Zandvoort
18542,18543,768,525,108,1,1,8.0,\N,1,bryan,Jimmy,Bryan,American,Epperly,1958,19,Indianapolis Motor Speedway
18575,18576,769,479,118,4,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,13,Circuit de Spa-Francorchamps
18594,18595,770,578,6,4,1,9.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1958,55,Reims-Gueux
18615,18616,771,581,6,1,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1958,9,Silverstone Circuit
18635,18636,772,479,118,8,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,20,Nürburgring
18661,18662,773,475,118,2,1,8.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,59,Circuito da Boavista
18676,18677,774,479,118,28,1,8.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1958,14,Autodromo Nazionale di Monza
18697,18698,775,475,118,8,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1958,64,Ain Diab
18722,18723,776,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,25,Autódromo Juan y Oscar Gálvez
18736,18737,777,579,105,32,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,6,Circuit de Monaco
18757,18758,778,611,108,9,1,8.0,\N,1,hanks,Sam,Hanks,American,Epperly,1957,19,Indianapolis Motor Speedway
18790,18791,779,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,53,Rouen-Les-Essarts
18805,18806,780,479,118,20,1,4.0,\N,1,brooks,Tony,Brooks,British,Vanwall,1957,58,Aintree
18824,18825,781,579,105,1,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1957,20,Nürburgring
18848,18849,782,475,118,26,1,9.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,65,Pescara Circuit
18864,18865,783,475,118,18,1,8.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,14,Autodromo Nazionale di Monza
18882,18883,784,577,6,34,1,5.0,\N,1,musso,Luigi,Musso,Italian,Ferrari,1956,25,Autódromo Juan y Oscar Gálvez
18895,18896,785,475,105,28,1,8.0,\N,1,moss,Stirling,Moss,British,Maserati,1956,6,Circuit de Monaco
18913,18914,786,559,107,8,1,8.0,\N,1,flaherty,Pat,Flaherty,American,Watson,1956,19,Indianapolis Motor Speedway
18946,18947,787,581,6,8,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1956,13,Circuit de Spa-Francorchamps
18961,18962,788,581,6,14,1,8.0,\N,1,collins,Peter,Collins,British,Ferrari,1956,55,Reims-Gueux
18981,18982,789,579,6,1,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,9,Silverstone Circuit
19009,19010,790,579,6,1,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,20,Nürburgring
19031,19032,791,475,105,36,1,9.0,\N,1,moss,Stirling,Moss,British,Maserati,1956,14,Autodromo Nazionale di Monza
19056,19057,792,579,131,2,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,25,Autódromo Juan y Oscar Gálvez
19077,19078,793,427,6,44,1,8.0,\N,1,trintignant,Maurice,Trintignant,French,Ferrari,1955,6,Circuit de Monaco
19100,19101,794,628,113,6,1,8.0,\N,1,sweikert,Bob,Sweikert,American,Kurtis Kraft,1955,19,Indianapolis Motor Speedway
19133,19134,795,579,131,10,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,13,Circuit de Spa-Francorchamps
19149,19150,796,579,131,8,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,39,Circuit Park Zandvoort
19165,19166,797,475,131,12,1,9.0,\N,1,moss,Stirling,Moss,British,Mercedes,1955,58,Aintree
19190,19191,798,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1955,14,Autodromo Nazionale di Monza
19213,19214,799,579,105,2,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1954,25,Autódromo Juan y Oscar Gálvez
19231,19232,800,657,113,14,1,8.0,\N,1,vukovich,Bill,Vukovich,American,Kurtis Kraft,1954,19,Indianapolis Motor Speedway
19264,19265,801,579,105,26,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1954,13,Circuit de Spa-Francorchamps
19278,19279,802,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,55,Reims-Gueux
19300,19301,803,498,6,9,1,8.14,\N,1,gonzalez,José Froilán,González,Argentine,Ferrari,1954,9,Silverstone Circuit
19332,19333,804,579,131,18,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,20,Nürburgring
19355,19356,805,579,131,4,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,66,Circuit Bremgarten
19372,19373,806,579,131,16,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Mercedes,1954,14,Autodromo Nazionale di Monza
19393,19394,807,578,6,38,1,8.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1954,67,Circuit de Pedralbes
19415,19416,808,647,6,10,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,25,Autódromo Juan y Oscar Gálvez
19431,19432,809,657,113,14,1,9.0,\N,1,vukovich,Bill,Vukovich,American,Kurtis Kraft,1953,19,Indianapolis Motor Speedway
19464,19465,810,647,6,2,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,39,Circuit Park Zandvoort
19483,19484,811,647,6,10,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,13,Circuit de Spa-Francorchamps
19503,19504,812,578,6,16,1,8.0,\N,1,hawthorn,Mike,Hawthorn,British,Ferrari,1953,55,Reims-Gueux
19528,19529,813,647,6,5,1,8.5,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,9,Silverstone Circuit
19555,19556,814,642,6,12,1,8.0,\N,1,farina,Nino,Farina,Italian,Ferrari,1953,20,Nürburgring
19589,19590,815,647,6,46,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1953,66,Circuit Bremgarten
19609,19610,816,579,105,50,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Maserati,1953,14,Autodromo Nazionale di Monza
19639,19640,817,641,6,30,1,9.0,\N,1,taruffi,Piero,Taruffi,Italian,Ferrari,1952,66,Circuit Bremgarten
19660,19661,818,526,114,98,1,8.0,\N,1,ruttman,Troy,Ruttman,American,Kuzma,1952,19,Indianapolis Motor Speedway
19693,19694,819,647,6,4,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,13,Circuit de Spa-Francorchamps
19715,19716,820,647,6,8,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,53,Rouen-Les-Essarts
19735,19736,821,647,6,15,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,9,Silverstone Circuit
19767,19768,822,647,6,101,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,20,Nürburgring
19797,19798,823,647,6,2,1,9.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,39,Circuit Park Zandvoort
19815,19816,824,647,6,12,1,8.5,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1952,14,Autodromo Nazionale di Monza
19850,19851,825,579,51,24,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,66,Circuit Bremgarten
19871,19872,826,766,113,99,1,9.0,\N,1,wallard,Lee,Wallard,American,Kurtis Kraft,1951,19,Indianapolis Motor Speedway
19904,19905,827,642,51,4,1,8.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1951,13,Circuit de Spa-Francorchamps
19917,19918,828,786,51,8,1,4.0,\N,1,fagioli,Luigi,Fagioli,Italian,Alfa Romeo,1951,55,Reims-Gueux
19940,19941,829,498,6,12,1,8.0,\N,1,gonzalez,José Froilán,González,Argentine,Ferrari,1951,9,Silverstone Circuit
