,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,circuitId,nameTrack
19960,19961,830,647,6,71,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1951,20,Nürburgring
19982,19983,831,647,6,2,1,8.0,\N,1,ascari,Alberto,Ascari,Italian,Ferrari,1951,14,Autodromo Nazionale di Monza
20004,20005,832,579,51,22,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,67,Circuit de Pedralbes
20024,20025,833,642,51,2,1,9.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,9,Silverstone Circuit
20045,20046,834,579,51,34,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,6,Circuit de Monaco
20066,20067,835,593,113,1,1,9.0,\N,1,parsons,Johnnie,Parsons,American,Kurtis Kraft,1950,19,Indianapolis Motor Speedway
20099,20100,836,642,51,16,1,9.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,66,Circuit Bremgarten
20117,20118,837,579,51,10,1,8.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,13,Circuit de Spa-Francorchamps
20131,20132,838,579,51,6,1,9.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1950,55,Reims-Gueux
20149,20150,839,642,51,10,1,8.0,\N,1,farina,Nino,Farina,Italian,Alfa Romeo,1950,14,Autodromo Nazionale di Monza
20185,20186,828,579,51,8,1,5.0,\N,1,fangio,Juan,Fangio,Argentine,Alfa Romeo,1951,55,Reims-Gueux
20266,20267,784,579,6,34,1,5.0,\N,1,fangio,Juan,Fangio,Argentine,Ferrari,1956,25,Autódromo Juan y Oscar Gálvez
20288,20291,780,475,118,20,1,5.0,\N,1,moss,Stirling,Moss,British,Vanwall,1957,58,Aintree
20297,20300,728,373,172,1,1,9.0,\N,1,clark,Jim,Clark,British,Lotus-Climax,1963,56,Prince George Circuit
20320,20323,337,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,3,Bahrain International Circuit
20344,20347,338,18,1,1,1,25.0,6,1,button,Jenson,Button,British,McLaren,2010,1,Albert Park Grand Prix Circuit
20368,20371,339,20,9,5,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2010,2,Sepang International Circuit
20392,20395,340,18,1,1,1,25.0,4,1,button,Jenson,Button,British,McLaren,2010,17,Shanghai International Circuit
20416,20419,341,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,4,Circuit de Barcelona-Catalunya
20440,20443,342,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,6,Circuit de Monaco
20464,20467,343,1,1,2,1,25.0,12,1,hamilton,Lewis,Hamilton,British,McLaren,2010,5,Istanbul Park
20488,20491,344,1,1,2,1,25.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2010,7,Circuit Gilles Villeneuve
20512,20515,345,20,9,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2010,12,Valencia Street Circuit
20536,20539,346,17,9,6,1,25.0,4,1,webber,Mark,Webber,Australian,Red Bull,2010,9,Silverstone Circuit
20560,20563,347,4,6,8,1,25.0,2,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,10,Hockenheimring
20584,20587,348,17,9,6,1,25.0,2,1,webber,Mark,Webber,Australian,Red Bull,2010,11,Hungaroring
20608,20611,349,1,1,2,1,25.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2010,13,Circuit de Spa-Francorchamps
20632,20635,350,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,14,Autodromo Nazionale di Monza
20656,20659,351,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,15,Marina Bay Street Circuit
20680,20683,352,20,9,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2010,22,Suzuka Circuit
20704,20707,353,4,6,8,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2010,35,Korean International Circuit
20728,20731,354,20,9,5,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2010,18,Autódromo José Carlos Pace
20752,20755,355,20,9,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2010,24,Yas Marina Circuit
20776,20779,841,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,1,Albert Park Grand Prix Circuit
20798,20801,842,20,9,1,1,25.0,6,1,vettel,Sebastian,Vettel,German,Red Bull,2011,2,Sepang International Circuit
20822,20825,843,1,1,3,1,25.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2011,17,Shanghai International Circuit
20846,20849,844,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2011,5,Istanbul Park
20870,20873,845,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,4,Circuit de Barcelona-Catalunya
20894,20897,846,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2011,6,Circuit de Monaco
20917,20920,847,18,1,4,1,25.0,1,1,button,Jenson,Button,British,McLaren,2011,7,Circuit Gilles Villeneuve
20941,20944,848,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,12,Valencia Street Circuit
20965,20968,849,4,6,5,1,25.0,1,1,alonso,Fernando,Alonso,Spanish,Ferrari,2011,9,Silverstone Circuit
20989,20992,850,1,1,3,1,25.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2011,20,Nürburgring
21013,21016,851,18,1,4,1,25.0,6,1,button,Jenson,Button,British,McLaren,2011,11,Hungaroring
21037,21040,852,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2011,13,Circuit de Spa-Francorchamps
21061,21064,853,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2011,14,Autodromo Nazionale di Monza
21085,21088,854,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2011,15,Marina Bay Street Circuit
21109,21112,855,18,1,4,1,25.0,1,1,button,Jenson,Button,British,McLaren,2011,22,Suzuka Circuit
21133,21136,856,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,35,Korean International Circuit
21157,21160,857,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2011,68,Buddh International Circuit
21181,21184,858,1,1,3,1,25.0,3,1,hamilton,Lewis,Hamilton,British,McLaren,2011,24,Yas Marina Circuit
21205,21208,859,17,9,2,1,25.0,1,1,webber,Mark,Webber,Australian,Red Bull,2011,18,Autódromo José Carlos Pace
21229,21232,860,18,1,3,1,25.0,1,1,button,Jenson,Button,British,McLaren,2012,1,Albert Park Grand Prix Circuit
21253,21256,861,4,6,5,1,25.0,7,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,2,Sepang International Circuit
21277,21280,862,3,131,8,1,25.0,8,1,rosberg,Nico,Rosberg,German,Mercedes,2012,17,Shanghai International Circuit
21301,21304,863,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2012,3,Bahrain International Circuit
21325,21328,864,813,3,18,1,25.0,6,1,maldonado,Pastor,Maldonado,Venezuelan,Williams,2012,4,Circuit de Barcelona-Catalunya
21349,21352,865,17,9,2,1,25.0,3,1,webber,Mark,Webber,Australian,Red Bull,2012,6,Circuit de Monaco
21373,21376,866,1,1,4,1,25.0,6,1,hamilton,Lewis,Hamilton,British,McLaren,2012,7,Circuit Gilles Villeneuve
21397,21400,867,4,6,5,1,25.0,5,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,12,Valencia Street Circuit
21421,21424,868,17,9,2,1,25.0,4,1,webber,Mark,Webber,Australian,Red Bull,2012,9,Silverstone Circuit
21445,21448,869,4,6,5,1,25.0,2,1,alonso,Fernando,Alonso,Spanish,Ferrari,2012,10,Hockenheimring
21469,21472,870,1,1,4,1,25.0,4,1,hamilton,Lewis,Hamilton,British,McLaren,2012,11,Hungaroring
21493,21496,871,18,1,3,1,25.0,10,1,button,Jenson,Button,British,McLaren,2012,13,Circuit de Spa-Francorchamps
21517,21520,872,1,1,4,1,25.0,5,1,hamilton,Lewis,Hamilton,British,McLaren,2012,14,Autodromo Nazionale di Monza
21541,21544,873,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2012,15,Marina Bay Street Circuit
21565,21568,874,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2012,22,Suzuka Circuit
21589,21592,875,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2012,35,Korean International Circuit
21613,21616,876,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2012,68,Buddh International Circuit
21637,21640,877,8,208,9,1,25.0,3,1,raikkonen,Kimi,Räikkönen,Finnish,Lotus F1,2012,24,Yas Marina Circuit
21661,21664,878,1,1,4,1,25.0,5,1,hamilton,Lewis,Hamilton,British,McLaren,2012,69,Circuit of the Americas
21685,21688,879,18,1,3,1,25.0,2,1,button,Jenson,Button,British,McLaren,2012,18,Autódromo José Carlos Pace
21709,21712,880,8,208,7,1,25.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Lotus F1,2013,1,Albert Park Grand Prix Circuit
21731,21734,881,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2013,2,Sepang International Circuit
21753,21756,882,4,6,3,1,25.0,4,1,alonso,Fernando,Alonso,Spanish,Ferrari,2013,17,Shanghai International Circuit
21775,21778,883,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,3,Bahrain International Circuit
21797,21800,884,4,6,3,1,25.0,5,1,alonso,Fernando,Alonso,Spanish,Ferrari,2013,4,Circuit de Barcelona-Catalunya
21819,21822,885,3,131,9,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2013,6,Circuit de Monaco
21841,21844,886,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2013,7,Circuit Gilles Villeneuve
21863,21866,887,3,131,9,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2013,9,Silverstone Circuit
21885,21888,888,20,9,1,1,25.0,5,1,vettel,Sebastian,Vettel,German,Red Bull,2013,20,Nürburgring
21907,21910,890,1,131,10,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2013,11,Hungaroring
21929,21932,891,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,13,Circuit de Spa-Francorchamps
21951,21954,892,20,9,1,1,25.0,12,1,vettel,Sebastian,Vettel,German,Red Bull,2013,14,Autodromo Nazionale di Monza
21973,21976,893,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,15,Marina Bay Street Circuit
21995,21998,894,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,35,Korean International Circuit
22017,22020,895,20,9,1,1,25.0,4,1,vettel,Sebastian,Vettel,German,Red Bull,2013,22,Suzuka Circuit
22039,22042,896,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2013,68,Buddh International Circuit
22061,22064,897,20,9,1,1,25.0,2,1,vettel,Sebastian,Vettel,German,Red Bull,2013,24,Yas Marina Circuit
22083,22086,898,20,9,1,1,25.0,1,1,vettel,Sebastian,Vettel,German,Red Bull,2013,69,Circuit of the Americas
22105,22108,899,20,9,1,1,25.0,3,1,vettel,Sebastian,Vettel,German,Red Bull,2013,18,Autódromo José Carlos Pace
22127,22130,900,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2014,1,Albert Park Grand Prix Circuit
22149,22152,901,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,2,Sepang International Circuit
22171,22174,902,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,3,Bahrain International Circuit
22193,22196,903,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,17,Shanghai International Circuit
22215,22218,904,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,4,Circuit de Barcelona-Catalunya
22237,22240,905,3,131,6,1,25.0,4,1,rosberg,Nico,Rosberg,German,Mercedes,2014,6,Circuit de Monaco
22259,22262,906,817,9,3,1,25.0,4,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,7,Circuit Gilles Villeneuve
22281,22284,907,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2014,70,Red Bull Ring
22303,22306,908,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,9,Silverstone Circuit
22325,22328,909,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2014,10,Hockenheimring
22347,22350,910,817,9,3,1,25.0,2,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,11,Hungaroring
22369,22373,911,817,9,3,1,25.0,6,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2014,13,Circuit de Spa-Francorchamps
22391,22395,912,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,14,Autodromo Nazionale di Monza
22413,22417,913,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,15,Marina Bay Street Circuit
22435,22439,914,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,22,Suzuka Circuit
22457,22461,915,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,71,Sochi Autodrom
22478,22482,916,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,69,Circuit of the Americas
22496,22500,917,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2014,18,Autódromo José Carlos Pace
22514,22518,918,1,131,44,1,50.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2014,24,Yas Marina Circuit
22534,22538,926,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,1,Albert Park Grand Prix Circuit
22552,22556,927,20,6,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Ferrari,2015,2,Sepang International Circuit
22572,22576,928,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,17,Shanghai International Circuit
22592,22596,929,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,3,Bahrain International Circuit
22612,22616,930,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,4,Circuit de Barcelona-Catalunya
22632,22636,931,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,6,Circuit de Monaco
22652,22656,932,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,7,Circuit Gilles Villeneuve
22672,22676,933,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2015,70,Red Bull Ring
22692,22696,934,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,9,Silverstone Circuit
22712,22716,936,20,6,5,1,25.0,5,1,vettel,Sebastian,Vettel,German,Ferrari,2015,11,Hungaroring
22732,22736,937,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,13,Circuit de Spa-Francorchamps
22752,22756,938,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,14,Autodromo Nazionale di Monza
22772,22776,939,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2015,15,Marina Bay Street Circuit
22792,22796,940,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,22,Suzuka Circuit
22812,22816,941,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,71,Sochi Autodrom
22831,22837,942,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2015,69,Circuit of the Americas
22852,22857,943,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2015,32,Autódromo Hermanos Rodríguez
22872,22877,944,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2015,18,Autódromo José Carlos Pace
22892,22897,945,3,131,6,1,25.0,5,1,rosberg,Nico,Rosberg,German,Mercedes,2015,24,Yas Marina Circuit
22912,22917,948,3,131,6,1,25.0,3,1,rosberg,Nico,Rosberg,German,Mercedes,2016,1,Albert Park Grand Prix Circuit
22934,22939,949,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,3,Bahrain International Circuit
22956,22961,950,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2016,17,Shanghai International Circuit
22978,22983,951,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,71,Sochi Autodrom
23000,23005,952,830,9,33,1,25.0,6,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2016,4,Circuit de Barcelona-Catalunya
23022,23027,953,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,6,Circuit de Monaco
23044,23049,954,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,7,Circuit Gilles Villeneuve
23066,23071,955,3,131,6,1,25.0,1,1,rosberg,Nico,Rosberg,German,Mercedes,2016,73,Baku City Circuit
23088,23093,956,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,70,Red Bull Ring
23110,23115,957,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,9,Silverstone Circuit
23132,23137,958,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,11,Hungaroring
23154,23159,959,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,10,Hockenheimring
23176,23181,960,3,131,6,1,25.0,2,1,rosberg,Nico,Rosberg,German,Mercedes,2016,13,Circuit de Spa-Francorchamps
23198,23203,961,3,131,6,1,25.0,9,1,rosberg,Nico,Rosberg,German,Mercedes,2016,14,Autodromo Nazionale di Monza
23220,23225,962,3,131,6,1,25.0,6,1,rosberg,Nico,Rosberg,German,Mercedes,2016,15,Marina Bay Street Circuit
23242,23247,963,817,9,3,1,25.0,3,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2016,2,Sepang International Circuit
23264,23269,964,3,131,6,1,25.0,5,1,rosberg,Nico,Rosberg,German,Mercedes,2016,22,Suzuka Circuit
23286,23291,965,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,69,Circuit of the Americas
23308,23313,966,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,32,Autódromo Hermanos Rodríguez
23330,23335,967,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,18,Autódromo José Carlos Pace
23352,23357,968,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2016,24,Yas Marina Circuit
23374,23379,969,20,6,5,1,25.0,3,1,vettel,Sebastian,Vettel,German,Ferrari,2017,1,Albert Park Grand Prix Circuit
23394,23399,970,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,17,Shanghai International Circuit
23414,23419,971,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2017,3,Bahrain International Circuit
23434,23439,972,822,131,77,1,25.0,3,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,71,Sochi Autodrom
23454,23459,973,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,4,Circuit de Barcelona-Catalunya
23474,23479,974,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2017,6,Circuit de Monaco
23494,23499,975,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,7,Circuit Gilles Villeneuve
23514,23519,976,817,9,3,1,25.0,4,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2017,73,Baku City Circuit
23537,23542,977,822,131,77,1,25.0,5,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,70,Red Bull Ring
23557,23562,978,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,9,Silverstone Circuit
23577,23582,979,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2017,11,Hungaroring
23597,23602,980,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,13,Circuit de Spa-Francorchamps
23617,23622,981,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,14,Autodromo Nazionale di Monza
23637,23642,982,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,15,Marina Bay Street Circuit
23657,23662,983,830,9,33,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2017,2,Sepang International Circuit
23677,23682,984,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,22,Suzuka Circuit
23697,23702,985,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2017,69,Circuit of the Americas
23717,23722,986,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2017,32,Autódromo Hermanos Rodríguez
23737,23742,987,20,6,5,1,25.0,7,1,vettel,Sebastian,Vettel,German,Ferrari,2017,18,Autódromo José Carlos Pace
23757,23762,988,822,131,77,1,25.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2017,24,Yas Marina Circuit
23777,23782,989,20,6,5,1,25.0,4,1,vettel,Sebastian,Vettel,German,Ferrari,2018,1,Albert Park Grand Prix Circuit
23797,23802,990,20,6,5,1,25.0,7,1,vettel,Sebastian,Vettel,German,Ferrari,2018,3,Bahrain International Circuit
23817,23822,991,817,9,3,1,25.0,1,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2018,17,Shanghai International Circuit
23837,23842,992,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,73,Baku City Circuit
23857,23862,993,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,4,Circuit de Barcelona-Catalunya
23877,23882,994,817,9,3,1,25.0,5,1,ricciardo,Daniel,Ricciardo,Australian,Red Bull,2018,6,Circuit de Monaco
23897,23902,995,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2018,7,Circuit Gilles Villeneuve
23917,23922,996,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,34,Circuit Paul Ricard
23937,23942,997,830,9,33,1,25.0,4,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2018,70,Red Bull Ring
23957,23962,998,20,6,5,1,25.0,1,1,vettel,Sebastian,Vettel,German,Ferrari,2018,9,Silverstone Circuit
23977,23983,999,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,10,Hockenheimring
23997,24003,1000,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,11,Hungaroring
24017,24023,1001,20,6,5,1,25.0,2,1,vettel,Sebastian,Vettel,German,Ferrari,2018,13,Circuit de Spa-Francorchamps
24037,24043,1002,1,131,44,1,25.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,14,Autodromo Nazionale di Monza
24057,24063,1003,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,15,Marina Bay Street Circuit
24077,24083,1004,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,71,Sochi Autodrom
24097,24103,1005,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,22,Suzuka Circuit
24117,24123,1006,8,6,7,1,25.0,5,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2018,69,Circuit of the Americas
24137,24143,1007,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2018,32,Autódromo Hermanos Rodríguez
24157,24163,1008,1,131,44,1,25.0,7,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,18,Autódromo José Carlos Pace
24177,24183,1009,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2018,24,Yas Marina Circuit
24197,24203,1010,822,131,77,1,26.0,1,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,1,Albert Park Grand Prix Circuit
24217,24223,1011,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,3,Bahrain International Circuit
24237,24243,1012,1,131,44,1,25.0,5,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,17,Shanghai International Circuit
24257,24263,1013,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,73,Baku City Circuit
24277,24283,1014,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,4,Circuit de Barcelona-Catalunya
24300,24306,1015,1,131,44,1,25.0,6,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,6,Circuit de Monaco
24320,24326,1016,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,7,Circuit Gilles Villeneuve
24340,24346,1017,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,34,Circuit Paul Ricard
24360,24366,1018,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,70,Red Bull Ring
24380,24386,1019,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,9,Silverstone Circuit
24400,24406,1020,830,9,33,1,26.0,1,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,10,Hockenheimring
24420,24426,1021,1,131,44,1,25.0,2,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,11,Hungaroring
24440,24446,1022,844,6,16,1,25.0,4,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2019,13,Circuit de Spa-Francorchamps
24460,24466,1023,844,6,16,1,25.0,4,1,leclerc,Charles,Leclerc,Monegasque,Ferrari,2019,14,Autodromo Nazionale di Monza
24480,24486,1024,20,6,5,1,25.0,5,1,vettel,Sebastian,Vettel,German,Ferrari,2019,15,Marina Bay Street Circuit
24500,24506,1025,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,71,Sochi Autodrom
24520,24526,1026,822,131,77,1,25.0,4,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,22,Suzuka Circuit
24540,24546,1027,1,131,44,1,25.0,4,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,32,Autódromo Hermanos Rodríguez
24560,24626,1031,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2020,70,Red Bull Ring
24561,24566,1028,822,131,77,1,25.0,2,1,bottas,Valtteri,Bottas,Finnish,Mercedes,2019,69,Circuit of the Americas
24581,24586,1029,830,9,33,1,25.0,2,1,max_verstappen,Max,Verstappen,Dutch,Red Bull,2019,18,Autódromo José Carlos Pace
24601,24606,1030,1,131,44,1,26.0,1,1,hamilton,Lewis,Hamilton,British,Mercedes,2019,24,Yas Marina Circuit
24640,24646,1032,1,131,44,1,25.0,3,1,hamilton,Lewis,Hamilton,British,Mercedes,2020,70,Red Bull Ring
